section_id,section_name,category_id,category_name,item_id,item_name
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52508,Clays
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52509,Chalk
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52517,Gravel and Crushed Stone
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52520,Gypsum
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52523,Cement
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52530,Other Mineral
5,Mineral Products,526,"Ores, slag and ash",52620,"Non-Iron and Steel Slag, Ash and Residues"
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52701,Coal Briquettes
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52707,Coal Tar Oil
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52711,Petroleum Gas
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52714,Asphalt
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52715,Asphalt Mixtures
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62801,Halogens
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62804,Hydrogen
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62805,Alkaline Metals
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62806,Hydrochloric Acid
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62807,Sulfuric Acid
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62808,Nitric Acids
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62809,Phosphoric Acid
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62810,Boron
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62812,Halides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62814,Ammonia
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62815,Sodium or Potassium Peroxides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62818,Aluminium Oxide
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62820,Manganese Oxides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62821,Iron Oxides and Hydroxides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62823,Titanium Oxides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62825,Inorganic Salts
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62826,Fluorides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62827,Chlorides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62828,Hypochlorites
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62829,Chlorates and Perchlorates
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62830,Sulfides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62832,Sulfites
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62833,Sulfates
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62834,Nitrites and Nitrates
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62835,Phosphinates (hypophosphites) and phosphonates (phosphites)
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62836,Carbonates
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62837,Cyanides
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62838,Fulminates
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62839,Silicates
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62840,Borates
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62841,Oxometallic or Peroxometallic Acid Salts
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62843,Precious Metal Compounds
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62844,Radioactive Chemicals
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62845,Other Isotopes
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62846,Rare-Earth Metal Compounds
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62847,Hydrogen peroxide
6,Chemical Products,629,Organic chemicals,62901,Acyclic Hydrocarbons
6,Chemical Products,629,Organic chemicals,62902,Cyclic Hydrocarbons
6,Chemical Products,629,Organic chemicals,62903,Halogenated Hydrocarbons
6,Chemical Products,629,Organic chemicals,62904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons"
6,Chemical Products,629,Organic chemicals,62908,Phenol Derivatives
6,Chemical Products,629,Organic chemicals,62909,Ethers
6,Chemical Products,629,Organic chemicals,62910,Epoxides
6,Chemical Products,629,Organic chemicals,62911,Acetals and Hemiacetals
6,Chemical Products,629,Organic chemicals,62912,Aldehydes
6,Chemical Products,629,Organic chemicals,62914,Ketones and Quinones
6,Chemical Products,629,Organic chemicals,62916,Unsaturated Acyclic Monocarboxylic Acids
6,Chemical Products,629,Organic chemicals,62917,Polycarboxylic Acids
6,Chemical Products,629,Organic chemicals,62918,Carboxylic Acids
6,Chemical Products,629,Organic chemicals,62919,Phosphoric Esters and Salts
6,Chemical Products,629,Organic chemicals,62920,Other Esters
6,Chemical Products,629,Organic chemicals,62921,Amine Compounds
6,Chemical Products,629,Organic chemicals,62922,Oxygen Amino Compounds
6,Chemical Products,629,Organic chemicals,62923,Quaternary Ammonium Salts and Hydroxides
6,Chemical Products,629,Organic chemicals,62924,Carboxyamide Compounds
6,Chemical Products,629,Organic chemicals,62925,Carboxyimide Compounds
6,Chemical Products,629,Organic chemicals,62926,Nitrile Compounds
6,Chemical Products,629,Organic chemicals,62928,Hydrazine or Hydroxylamine Derivatives
6,Chemical Products,629,Organic chemicals,62929,Other Nitrogen Compounds
6,Chemical Products,629,Organic chemicals,62930,Organo-Sulfur Compounds
6,Chemical Products,629,Organic chemicals,62931,Other Organo-Inorganic Compounds
6,Chemical Products,629,Organic chemicals,62932,Oxygen Heterocyclic Compounds
6,Chemical Products,629,Organic chemicals,62933,Nitrogen Heterocyclic Compounds
6,Chemical Products,629,Organic chemicals,62934,Nucleic Acids
6,Chemical Products,629,Organic chemicals,62936,Vitamins
6,Chemical Products,629,Organic chemicals,62937,Hormones
6,Chemical Products,629,Organic chemicals,62938,Glycosides
6,Chemical Products,629,Organic chemicals,62939,Vegetable Alkaloids
6,Chemical Products,629,Organic chemicals,62940,Chemically Pure Sugars
6,Chemical Products,629,Organic chemicals,62941,Antibiotics
6,Chemical Products,629,Organic chemicals,62942,Other Organic Compounds
6,Chemical Products,630,Pharmaceutical products,63003,Unpackaged Medicaments
6,Chemical Products,631,Fertilizers,63102,Nitrogenous Fertilizers
6,Chemical Products,631,Fertilizers,63104,Potassic Fertilizers
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63203,Vegetable or Animal Dyes
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63205,Lake Pigments
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,Other Coloring Matter
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63210,Other Paints
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63212,Nonaqueous Pigments
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63213,Artistry Paints
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63214,Glaziers Putty
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63301,Essential Oils
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63306,Dental Products
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,Shaving Products
6,Chemical Products,634,"Soap, organic surface-active agents, others",63403,Lubricating Products
6,Chemical Products,634,"Soap, organic surface-active agents, others",63404,Waxes
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63502,Water Soluble Proteins
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63503,Gelatin
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63504,Peptones
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63505,Dextrins
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63506,Glues
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63507,Enzymes
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63602,Prepared Explosives
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63603,Detonating Fuses
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63604,Fireworks
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63606,Pyrophoric Alloys
6,Chemical Products,637,Photographic or cinematographic goods,63701,Photographic Plates
6,Chemical Products,637,Photographic or cinematographic goods,63702,Photographic Film
6,Chemical Products,637,Photographic or cinematographic goods,63703,Photographic Paper
6,Chemical Products,637,Photographic or cinematographic goods,63705,Developed Exposed Photographic Material
6,Chemical Products,638,Chemical products n.e.s.,63802,Activated Carbon
6,Chemical Products,638,Chemical products n.e.s.,63804,Wood Pulp Lyes
6,Chemical Products,638,Chemical products n.e.s.,63807,"Wood Tar, Oils and Pitch"
6,Chemical Products,638,Chemical products n.e.s.,63808,Pesticides
6,Chemical Products,638,Chemical products n.e.s.,63809,Dyeing Finishing Agents
6,Chemical Products,638,Chemical products n.e.s.,63810,Metal Pickling Preparations
6,Chemical Products,638,Chemical products n.e.s.,63811,Antiknock
6,Chemical Products,638,Chemical products n.e.s.,63812,Prepared Rubber Accelerators
6,Chemical Products,638,Chemical products n.e.s.,63813,Fire Extinguishers Preparations
6,Chemical Products,638,Chemical products n.e.s.,63814,Organic Composite Solvents
6,Chemical Products,638,Chemical products n.e.s.,63815,Reaction and Catalytic Products
6,Chemical Products,638,Chemical products n.e.s.,63816,Refractory Cements
6,Chemical Products,638,Chemical products n.e.s.,63818,Disc Chemicals for Electronics
6,Chemical Products,638,Chemical products n.e.s.,63820,Antifreeze
6,Chemical Products,638,Chemical products n.e.s.,63821,Micro-Organism Culture Preparations
7,Plastics and Rubbers,739,Plastics and articles thereof,73902,Propylene Polymers
7,Plastics and Rubbers,739,Plastics and articles thereof,73904,Vinyl Chloride Polymers
7,Plastics and Rubbers,739,Plastics and articles thereof,73905,Other Vinyl Polymers
7,Plastics and Rubbers,739,Plastics and articles thereof,73906,Acrylic Polymers
7,Plastics and Rubbers,739,Plastics and articles thereof,73907,Polyacetals
7,Plastics and Rubbers,739,Plastics and articles thereof,73909,Amino-resins
7,Plastics and Rubbers,739,Plastics and articles thereof,73910,Silicone
7,Plastics and Rubbers,739,Plastics and articles thereof,73911,Petroleum Resins
7,Plastics and Rubbers,739,Plastics and articles thereof,73912,Cellulose
7,Plastics and Rubbers,739,Plastics and articles thereof,73913,Natural Polymers
7,Plastics and Rubbers,739,Plastics and articles thereof,73914,Polymer Ion-Exchangers
7,Plastics and Rubbers,739,Plastics and articles thereof,73916,Monofilament
7,Plastics and Rubbers,739,Plastics and articles thereof,73919,Self-adhesive Plastics
7,Plastics and Rubbers,739,Plastics and articles thereof,73922,Plastic Wash Basins
7,Plastics and Rubbers,739,Plastics and articles thereof,73924,Plastic Housewares
7,Plastics and Rubbers,739,Plastics and articles thereof,73925,Plastic Building Materials
7,Plastics and Rubbers,740,Rubber and rubber articles,74002,Synthetic Rubber
7,Plastics and Rubbers,740,Rubber and rubber articles,74005,Compounded Unvulcanised Rubber
7,Plastics and Rubbers,740,Rubber and rubber articles,74006,Unvulcanised Rubber Products
7,Plastics and Rubbers,740,Rubber and rubber articles,74007,Rubber Thread
7,Plastics and Rubbers,740,Rubber and rubber articles,74008,Rubber Sheets
7,Plastics and Rubbers,740,Rubber and rubber articles,74012,Used Rubber Tires
7,Plastics and Rubbers,740,Rubber and rubber articles,74013,Rubber Inner Tubes
7,Plastics and Rubbers,740,Rubber and rubber articles,74015,Rubber Apparel
7,Plastics and Rubbers,740,Rubber and rubber articles,74017,Hard Rubber
8,Animal Hides,841,Raw leather from different animals,84111,Leather Sheets
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84203,Leather Apparel
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84204,Leather Used in Machinery
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84205,Other Leather Articles
9,Wood Products,944,Wood and articles of wood; wood charcoal,94402,Wood Charcoal
9,Wood Products,944,Wood and articles of wood; wood charcoal,94410,Particle Board
9,Wood Products,944,Wood and articles of wood; wood charcoal,94414,Wood Frames
9,Wood Products,944,Wood and articles of wood; wood charcoal,94417,Wooden Tool Handles
9,Wood Products,944,Wood and articles of wood; wood charcoal,94419,Wood Kitchenware
9,Wood Products,944,Wood and articles of wood; wood charcoal,94421,Other Wood Articles
9,Wood Products,945,Cork and articles of cork,94503,Natural Cork Articles
9,Wood Products,945,Cork and articles of cork,94504,Agglomerated Cork
9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",94602,Basketwork
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,104703,Sulfate Chemical Woodpulp
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,104704,Sulfite Chemical Woodpulp
10,Paper Goods,1048,Paper Articles,104802,Uncoated Paper
10,Paper Goods,1048,Paper Articles,104803,Tissue
10,Paper Goods,1048,Paper Articles,104804,Kraft Paper
10,Paper Goods,1048,Paper Articles,104806,Vegetable Parchment
10,Paper Goods,1048,Paper Articles,104809,Carbon Paper
10,Paper Goods,1048,Paper Articles,104812,Paper Pulp Filter Blocks
10,Paper Goods,1048,Paper Articles,104816,Other Carbon Paper
10,Paper Goods,1048,Paper Articles,104818,Toilet Paper
10,Paper Goods,1048,Paper Articles,104820,Paper Notebooks
10,Paper Goods,1048,Paper Articles,104821,Paper Labels
10,Paper Goods,1048,Paper Articles,104823,Shaped Paper
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104902,Newspapers
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104905,Maps
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104906,Architectural Plans
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104909,Postcards
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104910,Calendars
11,Textiles,1150,Silk,115007,Silk Fabrics
11,Textiles,1152,Cotton,115202,Cotton Waste
11,Textiles,1152,Cotton,115207,Retail Cotton Yarn
11,Textiles,1152,Cotton,115208,Light Pure Woven Cotton
11,Textiles,1152,Cotton,115209,Heavy Pure Woven Cotton
11,Textiles,1152,Cotton,115212,Other Cotton Fabrics
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115301,Flax Fibers
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115305,Coconut and Other Vegetable Fibers
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115310,Jute Woven Fabric
11,Textiles,1154,Man-made filaments,115401,Artificial Filament Sewing Thread
11,Textiles,1154,Man-made filaments,115402,Non-Retail Synthetic Filament Yarn
11,Textiles,1154,Man-made filaments,115407,Synthetic Filament Yarn Woven Fabric
11,Textiles,1155,Man-made staple fibres,115513,Light Synthetic Cotton Fabrics
11,Textiles,1155,Man-made staple fibres,115515,Other Synthetic Fabrics
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115604,Rubber Textiles
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115607,Twine and Rope
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115608,Netting
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115609,Other Articles of Twine and Rope
11,Textiles,1157,Carpets and other textile floor coverings,115705,Other Carpets
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115806,Narrow Woven Fabric
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115807,Labels
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115901,Gum Coated Textile Fabric
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115903,Plastic Coated Textile Fabric
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115909,Hose Piping Textiles
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115910,Conveyor Belt Textiles
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115911,Textiles for technical uses
11,Textiles,1160,Fabrics; knitted or crocheted,116002,Light Rubberized Knitted Fabric
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116101,Knit Men's Coats
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116102,Knit Women's Coats
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116103,Knit Men's Suits
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116105,Knit Men's Shirts
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116110,Knit Sweaters
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116111,Knit Babies' Garments
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116112,Knit Active Wear
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116115,Knit Socks and Hosiery
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116116,Knit Gloves
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116203,Non-Knit Men's Suits
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116209,Non-Knit Babies' Garments
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116212,Other Women's Undergarments
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116214,Scarves
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116216,Non-Knit Gloves
11,Textiles,1163,Textiles rags,116301,Blankets
11,Textiles,1163,Textiles rags,116305,Packing Bags
11,Textiles,1163,Textiles rags,116306,"Awnings, Tents, and Sails"
11,Textiles,1163,Textiles rags,116310,Textile Scraps
12,Footwear and Headwear,1264,Footwear,126401,Waterproof Footwear
12,Footwear and Headwear,1264,Footwear,126402,Rubber Footwear
12,Footwear and Headwear,1264,Footwear,126403,Leather Footwear
12,Footwear and Headwear,1264,Footwear,126404,Textile Footwear
12,Footwear and Headwear,1265,Headgear and parts thereof,126503,Felt Hats
12,Footwear and Headwear,1265,Headgear and parts thereof,126504,Hats
12,Footwear and Headwear,1265,Headgear and parts thereof,126505,Knitted Hats
12,Footwear and Headwear,1265,Headgear and parts thereof,126506,Other Headwear
12,Footwear and Headwear,1265,Headgear and parts thereof,126507,Headbands and Linings
12,Footwear and Headwear,1266,Umbrellas,126601,Umbrellas
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136804,Milling Stones
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136805,Abrasive Powder
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136806,Rock Wool
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136807,Asphalt
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136810,Cement Articles
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136812,Asbestos Fibres
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136813,Friction Material
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136815,Other Stone Articles
13,Stone And Glass,1369,Ceramic products,136903,Refractory Ceramics
13,Stone And Glass,1369,Ceramic products,136909,Laboratory Ceramic Ware
13,Stone And Glass,1369,Ceramic products,136910,Bathroom Ceramics
13,Stone And Glass,1369,Ceramic products,136911,Porcelain Tableware
13,Stone And Glass,1369,Ceramic products,136913,Ornamental Ceramics
13,Stone And Glass,1369,Ceramic products,136914,Other Ceramic Articles
13,Stone And Glass,1370,Glass and glassware,137005,Float Glass
13,Stone And Glass,1370,Glass and glassware,137006,Glass with Edge Workings
13,Stone And Glass,1370,Glass and glassware,137007,Safety Glass
13,Stone And Glass,1370,Glass and glassware,137010,Glass Bottles
13,Stone And Glass,1370,Glass and glassware,137011,Glass Bulbs
13,Stone And Glass,1370,Glass and glassware,137014,Signaling Glassware
13,Stone And Glass,1370,Glass and glassware,137015,Eyewear and Clock Glass
13,Stone And Glass,1370,Glass and glassware,137016,Glass Bricks
13,Stone And Glass,1370,Glass and glassware,137019,Glass Fibers
13,Stone And Glass,1370,Glass and glassware,137020,Other Glass Articles
14,Precious Metals,1471,"Precious metals, gems and jewelry",147104,Synthetic Reconstructed Jewellery Stones
14,Precious Metals,1471,"Precious metals, gems and jewelry",147106,Silver
14,Precious Metals,1471,"Precious metals, gems and jewelry",147116,Pearl Products
14,Precious Metals,1471,"Precious metals, gems and jewelry",147117,Imitation Jewellery
15,Metals,1572,Iron and steel,157205,Iron Powder
15,Metals,1572,Iron and steel,157208,Hot-Rolled Iron
15,Metals,1572,Iron and steel,157209,Cold-Rolled Iron
15,Metals,1572,Iron and steel,157211,Large Flat-Rolled Iron
15,Metals,1572,Iron and steel,157212,Large Coated Flat-Rolled Iron
15,Metals,1572,Iron and steel,157213,Hot-Rolled Iron Bars
15,Metals,1572,Iron and steel,157214,Raw Iron Bars
15,Metals,1572,Iron and steel,157215,Other Iron Bars
15,Metals,1572,Iron and steel,157216,Iron Blocks
15,Metals,1572,Iron and steel,157217,Iron Wire
15,Metals,1572,Iron and steel,157218,Stainless Steel Ingots
15,Metals,1572,Iron and steel,157219,Large Flat-Rolled Stainless Steel
15,Metals,1572,Iron and steel,157220,Flat-Rolled Stainless Steel
15,Metals,1572,Iron and steel,157221,Hot-Rolled Stainless Steel Bars
15,Metals,1572,Iron and steel,157222,Other Stainless Steel Bars
15,Metals,1572,Iron and steel,157223,Stainless Steel Wire
15,Metals,1572,Iron and steel,157226,Flat-Rolled Iron
15,Metals,1572,Iron and steel,157228,Other Steel Bars
15,Metals,1572,Iron and steel,157229,Steel Wire
15,Metals,1573,Iron or steel articles,157301,Iron Sheet Piling
15,Metals,1573,Iron or steel articles,157302,Iron Railway Products
15,Metals,1573,Iron or steel articles,157305,Other Large Iron Pipes
15,Metals,1573,Iron or steel articles,157306,Other Small Iron Pipes
15,Metals,1573,Iron or steel articles,157309,Large Iron Containers
15,Metals,1573,Iron or steel articles,157310,Small Iron Containers
15,Metals,1573,Iron or steel articles,157311,Iron Gas Containers
15,Metals,1573,Iron or steel articles,157313,Barbed Wire
15,Metals,1573,Iron or steel articles,157314,Iron Cloth
15,Metals,1573,Iron or steel articles,157315,Iron Chains
15,Metals,1573,Iron or steel articles,157316,Iron Anchors
15,Metals,1573,Iron or steel articles,157317,Iron Nails
15,Metals,1573,Iron or steel articles,157319,Iron Sewing Needles
15,Metals,1573,Iron or steel articles,157320,Iron Springs
15,Metals,1573,Iron or steel articles,157322,Iron Radiators
15,Metals,1573,Iron or steel articles,157323,Iron Housewares
15,Metals,1573,Iron or steel articles,157325,Other Cast Iron Products
15,Metals,1573,Iron or steel articles,157326,Other Iron Products
15,Metals,1574,Copper and articles thereof,157403,Refined Copper
15,Metals,1574,Copper and articles thereof,157406,Copper Powder
15,Metals,1574,Copper and articles thereof,157407,Copper Bars
15,Metals,1574,Copper and articles thereof,157408,Copper Wire
15,Metals,1574,Copper and articles thereof,157413,Stranded Copper Wire
15,Metals,1574,Copper and articles thereof,157415,Copper Fasteners
15,Metals,1574,Copper and articles thereof,157419,Other Copper Products
15,Metals,1575,Nickel and articles thereof,157508,Other Nickel Products
15,Metals,1576,Aluminium and articles thereof,157604,Aluminium Bars
15,Metals,1576,Aluminium and articles thereof,157605,Aluminium Wire
15,Metals,1576,Aluminium and articles thereof,157606,Aluminium Plating
15,Metals,1576,Aluminium and articles thereof,157608,Aluminium Pipes
15,Metals,1576,Aluminium and articles thereof,157609,Aluminium Pipe Fittings
15,Metals,1576,Aluminium and articles thereof,157610,Aluminium Structures
